,区,单价,小区,层,总价,房型,房龄,板块,网址,面积
2119,闵行,58485,南方新村,高区/6层,489,2室1厅,1995,古美,/ershoufang/sh4592920.html,83.61
2120,闸北,74972,新梅共和城,低区/16层,890,3室2厅,2005,大宁,/ershoufang/sh4592294.html,118.71
2121,虹口,80654,紫虹嘉苑,中区/28层,680,1室2厅,2005,临平路,/ershoufang/sh4591964.html,84.31
2122,黄浦,87748,斜土新村,高区/6层,265,1室0厅,1987,打浦桥,/ershoufang/sh4591561.html,30.2
2123,杨浦,58020,长白三村,高区/4层,170,1室0厅,1993,黄兴公园,/ershoufang/sh4590979.html,29.3
2124,杨浦,59523,控江路896弄,低区/6层,250,1室1厅,2010,控江路,/ershoufang/sh4590540.html,42.0
2125,浦东,69867,申江豪城,高区/6层,930,3室2厅,2004,三林,/ershoufang/sh4590309.html,133.11
2126,闸北,73319,大宁新村,中区/6层,360,2室1厅,1986,闸北公园,/ershoufang/sh4589889.html,49.1
2127,闸北,76517,中兴财富国际公寓,中区/34层,610,2室2厅,2005,不夜城,/ershoufang/sh4589598.html,79.72
2128,普陀,66651,书香名第,中区/6层,605,2室2厅,1998,长风,/ershoufang/sh4589422.html,90.77
2129,闸北,53618,保平小区,高区/6层,183,1室0厅,1992,彭浦,/ershoufang/sh4589316.html,34.13
2130,宝山,54647,新梅绿岛苑,高区/6层,448,2室2厅,2007,共康,/ershoufang/sh4588612.html,81.98
2131,闸北,70107,柳营路319弄,低区/3层,235,1室0厅,1989,闸北公园,/ershoufang/sh4588414.html,33.52
2132,普陀,57163,岚皋路300弄,中区/7层,320,2室1厅,1986,光新,/ershoufang/sh4588243.html,55.98
2133,松江,46698,三湘四季花城,中区/14层,495,3室2厅,2006,松江大学城,/ershoufang/sh4588191.html,106.0
2134,杨浦,64165,霍兰公寓,高区/29层,520,2室1厅,1993,东外滩,/ershoufang/sh4587936.html,81.04
2135,闸北,70808,天道俪晶国际公寓,高区/31层,375,1室1厅,unknow,不夜城,/ershoufang/sh4587621.html,52.96
2136,徐汇,71250,康乐小区（徐汇）,中区/6层,285,1室0厅,1992,康健,/ershoufang/sh4586668.html,40.0
2137,闸北,53924,康泉小区,中区/6层,270,2室0厅,1995,彭浦,/ershoufang/sh4586622.html,50.07
2138,虹口,78503,复城国际（公寓）,高区/31层,1200,3室2厅,2008,曲阳,/ershoufang/sh4586027.html,152.86
2139,浦东,61713,济阳一村,高区/6层,353,2室1厅,1989,世博,/ershoufang/sh4584924.html,57.2
2140,普陀,68279,中远两湾城,低区/33层,700,2室2厅,2001,中远两湾城,/ershoufang/sh4584384.html,102.52
2141,闸北,70992,精文城上城,中区/15层,780,2室2厅,2004,西藏北路,/ershoufang/sh4584314.html,109.87
2142,普陀,62026,曹杨九村,中区/7层,270,2室0厅,1977,曹杨,/ershoufang/sh4584253.html,43.53
2143,浦东,55872,上南六村,高区/6层,235,1室1厅,1985,世博,/ershoufang/sh4584174.html,42.06
2144,静安,90327,静安锦都,高区/17层,960,2室2厅,2004,曹家渡,/ershoufang/sh4583314.html,106.28
2145,杨浦,59040,工农二村,低区/6层,320,2室1厅,1989,中原,/ershoufang/sh4582794.html,54.2
2146,浦东,75343,明珠苑（浦东）,中区/11层,840,3室2厅,2001,洋泾,/ershoufang/sh4582439.html,111.49
2147,宝山,51044,荣域飘鹰锦和花园（公寓）,低区/16层,320,1室1厅,2011,杨行,/ershoufang/sh4582310.html,62.69
2148,宝山,51207,上大阳光乾清园,低区/6层,420,2室2厅,2002,上大,/ershoufang/sh4581289.html,82.02
2149,闵行,56247,大上海国际花园（八区）,高区/7层,515,2室2厅,1994,静安新城,/ershoufang/sh4581131.html,91.56
2150,普陀,57925,平江盛世家园,高区/24层,410,2室1厅,1997,甘泉宜川,/ershoufang/sh4581104.html,70.78
2151,杨浦,76138,水月坊,低区/35层,470,2室1厅,2011,周家嘴路,/ershoufang/sh4580985.html,61.73
2152,杨浦,50602,开鲁四村,高区/6层,210,1室1厅,1989,中原,/ershoufang/sh4580625.html,41.5
2153,闸北,66042,大宁新村,低区/6层,240,1室0厅,1984,闸北公园,/ershoufang/sh4579845.html,36.34
2154,闵行,56433,万科优诗美地,中区/4层,700,3室2厅,1999,七宝,/ershoufang/sh4579791.html,124.04
2155,长宁,73529,世纪之春花园,低区/13层,750,2室2厅,2003,北新泾,/ershoufang/sh4579602.html,102.0
2156,虹口,81573,建工天峰公寓,高区/6层,560,2室1厅,1991,曲阳,/ershoufang/sh4579288.html,68.65
2157,浦东,56102,新世纪花苑（二期）（浦东）,中区/6层,285,1室1厅,1996,世博,/ershoufang/sh4579096.html,50.8
2158,徐汇,69411,丽锦小区,中区/18层,590,2室1厅,1995,田林,/ershoufang/sh4578832.html,85.0
2159,宝山,42577,宝钢十村,低区/15层,220,1室1厅,1992,淞宝,/ershoufang/sh4578458.html,51.67
2160,浦东,55906,南杨小区（长清路）,高区/6层,230,1室1厅,1995,三林,/ershoufang/sh4578071.html,41.14
2161,宝山,53924,万科琥珀郡园,低区/6层,415,2室2厅,2010,罗店,/ershoufang/sh4576970.html,76.96
2162,普陀,59242,泰宸苑,中区/6层,590,3室2厅,1999,长征,/ershoufang/sh4576755.html,99.59
2163,闸北,74272,永兴路300号,中区/7层,360,2室1厅,1982,西藏北路,/ershoufang/sh4576309.html,48.47
2164,宝山,58879,逸居苑,高区/6层,615,3室2厅,2008,淞南,/ershoufang/sh4575672.html,104.45
2165,长宁,74383,虹东小区,高区/24层,570,2室1厅,1991,虹桥,/ershoufang/sh4575556.html,76.63
2166,闵行,59986,华光花园,中区/14层,880,3室2厅,1997,金虹桥,/ershoufang/sh4575495.html,146.7
2167,徐汇,81093,乐山四五村,低区/6层,350,2室0厅,unknow,徐家汇,/ershoufang/sh4575322.html,43.16
2168,闵行,42780,春晖小区（航华二村三街坊）,高区/6层,280,2室1厅,1995,航华,/ershoufang/sh4575237.html,65.45
2169,浦东,64751,微山新村,中区/5层,275,1室1厅,1979,塘桥,/ershoufang/sh4575213.html,42.47
2170,杨浦,59435,国威大厦,低区/24层,600,2室1厅,2004,周家嘴路,/ershoufang/sh4572597.html,100.95
2171,浦东,59204,金桥湾清水苑,低区/6层,320,1室1厅,1998,金桥,/ershoufang/sh4572540.html,54.05
2172,松江,43668,奥林匹克花园,中区/11层,550,3室2厅,2007,九亭,/ershoufang/sh4572442.html,125.95
2173,普陀,47532,光新路430弄,高区/7层,235,2室0厅,1985,光新,/ershoufang/sh4572087.html,49.44
2174,浦东,79989,崮山小区二街坊,高区/6层,632,3室2厅,1999,洋泾,/ershoufang/sh4571751.html,79.01
2175,静安,87514,达安花园,高区/28层,825,2室2厅,2001,曹家渡,/ershoufang/sh4571131.html,94.27
2176,宝山,48409,通河八村,高区/6层,210,1室1厅,1994,通河,/ershoufang/sh4570529.html,43.38
2177,宝山,46961,通河八村,高区/6层,255,2室1厅,1994,通河,/ershoufang/sh4570520.html,54.3
2178,宝山,62833,梧桐城邦（公寓）,中区/5层,530,2室2厅,2008,大华,/ershoufang/sh4570501.html,84.35
2179,嘉定,30555,玉兰一村,中区/6层,220,2室1厅,1989,安亭,/ershoufang/sh4570408.html,72.0
2180,闵行,51592,平吉二村,中区/6层,405,2室1厅,1994,古美,/ershoufang/sh4569270.html,78.5
2181,松江,33063,江诚苑,中区/6层,360,3室2厅,1998,松江新城,/ershoufang/sh4569191.html,108.88
2182,浦东,53550,香楠小区,低区/6层,325,2室1厅,1995,张江,/ershoufang/sh4569086.html,60.69
2183,闵行,68890,嘉富丽苑,中区/14层,630,2室2厅,2003,龙柏,/ershoufang/sh4568269.html,91.45
2184,黄浦,92372,越纪公寓,中区/25层,700,2室1厅,1992,世博滨江,/ershoufang/sh4567429.html,75.78
2185,浦东,81927,尚东国际名园,低区/8层,835,2室2厅,2007,三林,/ershoufang/sh4567300.html,101.92
2186,杨浦,71250,大运盛城,中区/28层,800,2室2厅,2006,控江路,/ershoufang/sh4567223.html,112.28
2187,普陀,66006,曹杨七村,高区/6层,400,2室1厅,1988,曹杨,/ershoufang/sh4566405.html,60.6
2188,松江,45723,保利西子湾,中区/14层,510,3室2厅,2008,松江大学城,/ershoufang/sh4566177.html,111.54
2189,浦东,52618,东三里桥路170弄,高区/6层,205,1室1厅,1979,南码头,/ershoufang/sh4565999.html,38.96
2190,长宁,77322,锦屏路10弄,低区/6层,238,1室1厅,1990,中山公园,/ershoufang/sh4565960.html,30.78
2191,浦东,60341,盛源公寓,中区/6层,690,3室2厅,2003,三林,/ershoufang/sh4565916.html,114.35
2192,杨浦,68529,东上海中心,高区/24层,699,3室2厅,2008,黄兴公园,/ershoufang/sh4565447.html,102.0
2193,徐汇,74651,锦馨苑,中区/6层,369,1室1厅,1997,田林,/ershoufang/sh4565315.html,49.43
2194,徐汇,84679,徐汇御景苑,高区/14层,1080,4室1厅,2004,龙华,/ershoufang/sh4564845.html,127.54
2195,浦东,62500,恒大小区,低区/6层,410,2室1厅,2000,世博,/ershoufang/sh4564222.html,65.6
2196,浦东,54669,济阳一村,高区/6层,240,1室1厅,1990,世博,/ershoufang/sh4564151.html,43.9
2197,宝山,51741,殷高小区,低区/6层,410,2室1厅,1994,高境,/ershoufang/sh4563951.html,79.24
2198,杨浦,66302,长隆住宅小区,中区/6层,255,1室0厅,1987,周家嘴路,/ershoufang/sh4563524.html,38.46
2199,浦东,76945,碧云新天地（一期）,高区/11层,1050,3室2厅,2002,金桥,/ershoufang/sh4563354.html,136.46
2200,浦东,86142,黄山始信苑,高区/6层,580,2室1厅,1998,金杨,/ershoufang/sh4563175.html,67.33
2201,闵行,47234,航华三村一街坊,高区/6层,333,2室1厅,1994,航华,/ershoufang/sh4562841.html,70.5
2202,杨浦,58661,永吉路97弄,高区/5层,213,1室1厅,1987,控江路,/ershoufang/sh4562815.html,36.31
2203,虹口,78516,虹临花园,低区/21层,508,2室0厅,1990,鲁迅公园,/ershoufang/sh4562530.html,64.7
2204,松江,36206,西南名苑,高区/9层,465,3室2厅,2005,泗泾,/ershoufang/sh4561042.html,128.43
2205,普陀,64096,长风一村小区,中区/6层,256,1室1厅,1980,长风,/ershoufang/sh4560186.html,39.94
2206,黄浦,93688,西凌新邨,低区/6层,285,1室0厅,1990,蓬莱公园,/ershoufang/sh4560033.html,30.42
2207,杨浦,74911,东岸新里,中区/18层,570,2室1厅,2011,黄兴公园,/ershoufang/sh4559491.html,76.09
2208,徐汇,80612,乐山八九村,低区/18层,600,2室1厅,1991,徐家汇,/ershoufang/sh4558767.html,74.43
2209,闵行,52802,水清三村,低区/20层,293,1室1厅,1996,莘庄,/ershoufang/sh4557930.html,55.49
2210,浦东,56288,临沂三村,高区/6层,290,2室1厅,1987,南码头,/ershoufang/sh4557896.html,51.52
2211,普陀,54498,中山北路3904弄,中区/7层,295,2室1厅,3904,武宁,/ershoufang/sh4557538.html,54.13
2212,黄浦,91908,明珠家园（黄浦）,高区/33层,1170,3室2厅,2004,蓬莱公园,/ershoufang/sh4557236.html,127.3
2213,徐汇,80443,申航小区,高区/6层,290,1室1厅,1984,龙华,/ershoufang/sh4556985.html,36.05
2214,长宁,60584,花园大厦,高区/8层,850,3室2厅,1996,中山公园,/ershoufang/sh4556091.html,140.3
2215,静安,11360,泰府名邸,中区/28层,1650,3室2厅,2008,南京西路,/ershoufang/sh4556056.html,145.24
2216,浦东,58521,金桥湾清水苑,低区/6层,478,3室1厅,1998,金桥,/ershoufang/sh4556044.html,81.68
2217,宝山,43678,丽景翠庭,中区/12层,380,2室2厅,2008,杨行,/ershoufang/sh4555753.html,87.0
2218,浦东,61195,云台二小区,高区/24层,305,1室1厅,1995,世博,/ershoufang/sh4555649.html,49.84
2219,浦东,78575,金地未未来,高区/15层,695,3室2厅,2009,金桥,/ershoufang/sh4553499.html,88.45
2220,长宁,81060,绿地海怡公寓,中区/30层,535,1室1厅,2004,中山公园,/ershoufang/sh4553136.html,66.0
2221,长宁,78713,绿地海怡公寓,中区/30层,470,1室2厅,2004,中山公园,/ershoufang/sh4553133.html,59.71
2222,杨浦,75187,鞍山三村,中区/6层,370,1室1厅,2001,鞍山,/ershoufang/sh4552900.html,49.21
2223,浦东,85714,张杨南苑,中区/6层,600,2室1厅,1995,洋泾,/ershoufang/sh4552749.html,70.0
2224,闸北,55690,幸福第一公寓,低区/6层,230,1室1厅,1994,永和,/ershoufang/sh4552617.html,41.3
2225,普陀,84367,光明城市,中区/29层,1360,3室2厅,2003,长寿路,/ershoufang/sh4551926.html,161.2
2226,长宁,66666,长宁锦城公寓,中区/16层,480,2室1厅,unknow,虹桥,/ershoufang/sh4550768.html,72.0
2227,闸北,92537,宝华现代城,中区/27层,935,2室2厅,2008,大宁,/ershoufang/sh4550688.html,101.04
2228,长宁,77256,金凤大厦,高区/24层,730,2室2厅,1996,镇宁路,/ershoufang/sh4549639.html,94.49
2229,浦东,53828,浦发绿城,低区/6层,400,2室2厅,2004,三林,/ershoufang/sh4549516.html,74.31
2230,徐汇,72857,宛南华侨新村,高区/6层,510,2室1厅,1981,龙华,/ershoufang/sh4549437.html,70.0
2231,徐汇,72719,小木桥路101弄,高区/6层,499,2室1厅,1995,斜土路,/ershoufang/sh4549366.html,68.62
2232,闵行,58922,古美小区,高区/6层,350,2室1厅,1989,古美,/ershoufang/sh4549202.html,59.4
2233,浦东,54758,金杨一街坊,高区/6层,435,2室2厅,1995,金杨,/ershoufang/sh4547380.html,79.44
2234,浦东,60644,南江苑,中区/6层,290,1室1厅,1998,三林,/ershoufang/sh4546753.html,47.82
2235,浦东,60644,南江苑,中区/6层,290,1室1厅,1998,三林,/ershoufang/sh4546748.html,47.82
2236,嘉定,31461,桃园新村（嘉定）,中区/6层,195,2室1厅,1984,嘉定老城,/ershoufang/sh4546623.html,61.98
2237,长宁,85598,圣美邸,中区/18层,1250,3室2厅,2006,古北,/ershoufang/sh4546113.html,146.03
2238,浦东,40316,合欢公寓,低区/6层,510,3室2厅,1999,川沙,/ershoufang/sh4545643.html,126.5
2239,宝山,39570,美兰湖颐景园,高区/5层,350,2室1厅,2007,罗店,/ershoufang/sh4545602.html,88.45
2240,松江,45631,奥林匹克花园,中区/10层,305,1室2厅,2010,九亭,/ershoufang/sh4545484.html,66.84
2241,杨浦,58324,延吉六村,低区/14层,330,1室1厅,1987,黄兴公园,/ershoufang/sh4545193.html,56.58
2242,浦东,55449,荷三小区,低区/6层,320,2室1厅,1997,金桥,/ershoufang/sh4544933.html,57.71
2243,闵行,55550,古美十村,高区/6层,580,3室2厅,1998,古美,/ershoufang/sh4544774.html,104.41
2244,杨浦,60958,引翔港小区,高区/6层,220,1室1厅,1987,周家嘴路,/ershoufang/sh4543369.html,36.09
2245,普陀,56124,宜川一村,中区/6层,230,2室1厅,1975,甘泉宜川,/ershoufang/sh4543076.html,40.98
2246,徐汇,79866,宛南一村,高区/5层,359,2室0厅,1979,龙华,/ershoufang/sh4542501.html,44.95
2247,杨浦,68613,长眉小区,中区/7层,350,2室0厅,1994,周家嘴路,/ershoufang/sh4541882.html,51.01
2248,徐汇,98799,明园世纪城,高区/20层,2600,5室3厅,2003,建国西路,/ershoufang/sh4541732.html,263.16
2249,闵行,71486,东苑半岛花园（公寓）,低区/9层,710,2室2厅,2003,古美,/ershoufang/sh4541074.html,99.32
2250,徐汇,10596,凯歌公寓,中区/25层,735,2室1厅,1992,徐家汇,/ershoufang/sh4540483.html,69.36
2251,浦东,60741,金橘新苑,低区/16层,490,2室1厅,2006,三林,/ershoufang/sh4539972.html,80.67
2252,闵行,57589,上虹新村,低区/6层,420,2室1厅,1993,金虹桥,/ershoufang/sh4539905.html,72.93
2253,普陀,61483,长风大楼,高区/13层,295,1室1厅,unknow,长风,/ershoufang/sh4539735.html,47.98
2254,黄浦,10989,汇龙新城,高区/28层,1660,3室2厅,2002,五里桥,/ershoufang/sh4539551.html,151.06
2255,虹口,67189,西南小区,高区/6层,300,2室0厅,1979,曲阳,/ershoufang/sh4539192.html,44.65
2256,徐汇,81553,东安大楼（徐汇）,中区/7层,565,2室1厅,1996,徐家汇,/ershoufang/sh4538571.html,69.28
2257,宝山,38767,西朱新村,低区/6层,200,2室0厅,1986,淞宝,/ershoufang/sh4537924.html,51.59
2258,宝山,39738,馨佳园（韶山路418弄）,高区/11层,420,3室1厅,2010,顾村,/ershoufang/sh4537566.html,105.69
2259,宝山,56860,大华一村,低区/6层,380,2室1厅,1993,大华,/ershoufang/sh4537154.html,66.83
2260,虹口,59647,洛阳新村,高区/6层,430,2室1厅,1960,凉城,/ershoufang/sh4537037.html,72.09
2261,闸北,58522,龙潭小区,高区/6层,240,1室1厅,1994,阳城,/ershoufang/sh4536460.html,41.01
2262,宝山,56935,大华一村,中区/6层,415,2室1厅,1995,大华,/ershoufang/sh4535942.html,72.89
2263,杨浦,56420,浣纱五村,高区/25层,540,2室1厅,1997,黄兴公园,/ershoufang/sh4535909.html,95.71
2264,黄浦,10915,中福花苑,高区/15层,440,1室2厅,2003,蓬莱公园,/ershoufang/sh4535093.html,40.31
2265,宝山,54806,呼玛三村,中区/6层,500,3室1厅,1996,张庙,/ershoufang/sh4534780.html,91.23
2266,浦东,73696,证大家园（公寓）,低区/6层,680,2室2厅,2005,金桥,/ershoufang/sh4534677.html,92.27
2267,浦东,77972,东方城市花园（二期）,中区/18层,920,2室2厅,2005,塘桥,/ershoufang/sh4534560.html,117.99
2268,浦东,38811,绿海家园,中区/6层,410,2室2厅,2004,川沙,/ershoufang/sh4534079.html,105.64
2269,宝山,43835,美兰湖岭域,中区/7层,395,3室2厅,2009,罗店,/ershoufang/sh4533407.html,90.11
2270,浦东,58946,昌七小区,高区/6层,450,2室1厅,1996,世博,/ershoufang/sh4533202.html,76.34
2271,浦东,59882,汤臣豪园（二期）,中区/5层,1650,4室2厅,unknow,张江,/ershoufang/sh4532854.html,275.54
2272,浦东,72345,翰城国际,低区/13层,710,2室2厅,2004,三林,/ershoufang/sh4532811.html,98.14
2273,普陀,57734,真北二街坊,中区/6层,265,2室0厅,1992,真如,/ershoufang/sh4532647.html,45.9
2274,长宁,56944,新联大楼,低区/17层,410,3室0厅,1992,中山公园,/ershoufang/sh4532393.html,72.0
2275,静安,87091,光明小区,低区/6层,450,2室1厅,1985,南京西路,/ershoufang/sh4532061.html,51.67
2276,黄浦,80419,桥一小区,中区/7层,345,1室1厅,1989,五里桥,/ershoufang/sh4531986.html,42.9
2277,嘉定,53884,金祥坊,低区/6层,310,2室1厅,1995,丰庄,/ershoufang/sh4531613.html,57.53
2278,徐汇,90857,瑞金南苑,高区/30层,1280,3室2厅,2003,斜土路,/ershoufang/sh4531399.html,140.88
2279,杨浦,96573,公交新村,高区/6层,310,2室1厅,1981,鞍山,/ershoufang/sh4530895.html,32.1
2280,静安,12665,中凯城市之光（静安）,高区/29层,795,1室1厅,2005,南京西路,/ershoufang/sh4529898.html,62.77
2281,宝山,42574,共富一村,低区/6层,430,3室2厅,1997,共富,/ershoufang/sh4529624.html,101.0
2282,宝山,54043,万科琥珀郡园,高区/7层,540,4室2厅,2012,罗店,/ershoufang/sh4529381.html,99.92
2283,静安,96217,益民公寓,低区/25层,730,2室1厅,1998,曹家渡,/ershoufang/sh4526899.html,75.87
2284,浦东,60509,三林安居苑,高区/6层,380,2室1厅,1998,三林,/ershoufang/sh4526136.html,62.8
2285,闵行,55032,合生城邦三街坊,低区/1层,900,4室2厅,2006,老闵行,/ershoufang/sh4526129.html,163.54
2286,松江,39708,金港花园（公寓）,中区/5层,360,2室2厅,2010,泗泾,/ershoufang/sh4525987.html,90.66
2287,浦东,61410,恒大华城新华苑,中区/6层,560,3室1厅,2001,三林,/ershoufang/sh4525914.html,91.19
2288,徐汇,80804,斜土路1358弄,中区/5层,450,2室1厅,1358,斜土路,/ershoufang/sh4524673.html,55.69
2289,嘉定,36834,盘古天地,中区/27层,540,3室2厅,2010,嘉定新城,/ershoufang/sh4524247.html,146.6
2290,虹口,75334,通海小区,中区/5层,248,1室1厅,1979,临平路,/ershoufang/sh4524106.html,32.92
2291,嘉定,49328,中虹华苑,高区/6层,360,3室2厅,2006,江桥,/ershoufang/sh4521291.html,72.98
2292,浦东,57824,中大苑,中区/6层,235,1室1厅,1996,金桥,/ershoufang/sh4520355.html,40.64
2293,嘉定,49233,丰庄十四街坊,低区/6层,350,2室1厅,1998,丰庄,/ershoufang/sh4519825.html,71.09
2294,普陀,64483,岚皋大楼,中区/24层,315,1室1厅,1991,光新,/ershoufang/sh4519113.html,48.85
2295,松江,35948,民乐四村,中区/6层,296,2室2厅,1997,松江老城,/ershoufang/sh4518611.html,82.34
2296,浦东,40477,新洲豪园,中区/15层,410,3室1厅,1998,川沙,/ershoufang/sh4518197.html,101.29
2297,浦东,86426,香榭丽花园,低区/32层,1020,2室2厅,2001,源深,/ershoufang/sh4518013.html,118.02
2298,浦东,54945,由由六村,高区/6层,370,2室1厅,1995,北蔡,/ershoufang/sh4517673.html,67.34
2299,杨浦,68108,荣丰花园,高区/6层,680,3室1厅,1995,东外滩,/ershoufang/sh4517612.html,99.84
2300,浦东,40376,城南路374弄,低区/6层,240,2室1厅,1988,川沙,/ershoufang/sh4517394.html,59.44
2301,浦东,10443,东昌新村,高区/6层,360,1室1厅,1986,陆家嘴,/ershoufang/sh4516406.html,34.47
2302,杨浦,74228,鞍山一村,中区/5层,250,1室0厅,1980,鞍山,/ershoufang/sh4516057.html,33.68
2303,宝山,45303,荣域飘鹰锦和花园（公寓）,低区/18层,410,2室2厅,2011,杨行,/ershoufang/sh4515892.html,90.5
2304,普陀,55453,曹杨五月天,低区/18层,576,2室2厅,2005,真如,/ershoufang/sh4515765.html,103.87
2305,杨浦,63961,惠信苑,低区/10层,610,2室2厅,2003,黄兴公园,/ershoufang/sh4515503.html,95.37
2306,徐汇,99314,万科华尔兹,高区/11层,970,2室1厅,2001,田林,/ershoufang/sh4515000.html,97.67
2307,长宁,68202,仙霞大郡,高区/6层,515,2室1厅,2001,北新泾,/ershoufang/sh4514395.html,75.51
2308,虹口,72408,水电路201号,低区/6层,285,1室1厅,1989,鲁迅公园,/ershoufang/sh4514185.html,39.36
2309,嘉定,40961,盘古天地,高区/27层,368,3室2厅,2010,嘉定新城,/ershoufang/sh4514005.html,89.84
2310,浦东,69490,昌里花园（二期）,高区/18层,830,3室2厅,2000,世博,/ershoufang/sh4513362.html,119.44
2311,普陀,61205,澳门公寓,低区/20层,650,2室2厅,1998,长寿路,/ershoufang/sh4513161.html,106.2
2312,嘉定,48290,绿地清猗园,高区/22层,620,3室2厅,2014,南翔,/ershoufang/sh4513039.html,128.39
2313,徐汇,63597,凌云新村,中区/6层,315,1室1厅,1994,华东理工,/ershoufang/sh4512790.html,49.53
2314,浦东,51844,金杨新村三街坊,高区/7层,305,2室1厅,1995,金杨,/ershoufang/sh4511903.html,58.83
2315,浦东,90185,牡丹小区（浦东）,中区/6层,340,1室1厅,1993,花木,/ershoufang/sh4511381.html,37.7
2316,黄浦,14462,耀江花园,高区/34层,1880,3室2厅,2002,世博滨江,/ershoufang/sh4511378.html,129.99
2317,徐汇,93704,乐山六七村,高区/7层,320,1室0厅,1988,徐家汇,/ershoufang/sh4510380.html,34.15
2318,徐汇,72745,龙吴路13弄,高区/6层,288,1室1厅,1988,万体馆,/ershoufang/sh4510358.html,39.59
2319,徐汇,72811,田林体育公寓,中区/20层,820,3室1厅,1997,田林,/ershoufang/sh4510286.html,112.62
2320,闵行,48859,浦江世博家园九街坊,高区/11层,285,1室1厅,2006,浦江,/ershoufang/sh4508611.html,58.33
2321,闵行,49844,新梅花苑,高区/6层,450,2室2厅,1995,古美,/ershoufang/sh4508072.html,90.28
2322,浦东,50864,绿洲康城亲水湾（中央区）,中区/14层,550,2室2厅,2007,御桥,/ershoufang/sh4507427.html,108.13
2323,浦东,83277,花木苑,中区/6层,620,2室2厅,2000,花木,/ershoufang/sh4507276.html,74.45
2324,普陀,62583,梅岭苑,低区/23层,420,2室1厅,1999,曹杨,/ershoufang/sh4507109.html,67.11
2325,嘉定,52369,嘉乐之春,低区/9层,695,3室2厅,2006,丰庄,/ershoufang/sh4506877.html,132.71
2326,黄浦,81981,重庆北路211号,中区/6层,460,2室0厅,1991,人民广场,/ershoufang/sh4506561.html,56.11
2327,普陀,73392,东沙小区,高区/22层,550,2室1厅,1993,武宁,/ershoufang/sh4506524.html,74.94
2328,闵行,52888,望族苑,高区/11层,900,3室2厅,2000,梅陇,/ershoufang/sh4506064.html,170.17
2329,闸北,49937,彭顺小区,高区/5层,240,2室0厅,1978,彭浦,/ershoufang/sh4506059.html,48.06
2330,浦东,10674,仁恒滨江园,中区/31层,2580,4室2厅,2003,陆家嘴,/ershoufang/sh4505575.html,241.7
2331,宝山,50739,大华二村,高区/6层,360,2室1厅,1997,大华,/ershoufang/sh4505556.html,70.95
2332,宝山,43301,馨佳园（韶山路418弄）,中区/11层,330,2室1厅,2009,顾村,/ershoufang/sh4505421.html,76.21
2333,闵行,70456,新时代富嘉花园,低区/11层,740,2室2厅,2006,古美,/ershoufang/sh4505053.html,105.03
2334,杨浦,46733,益华小区,高区/7层,510,3室2厅,1996,五角场,/ershoufang/sh4504821.html,109.13
2335,浦东,68406,锦博苑,高区/6层,380,1室2厅,2007,北蔡,/ershoufang/sh4504754.html,55.55
2336,闵行,51516,沁春园三村,低区/14层,540,2室2厅,2005,莘庄,/ershoufang/sh4504658.html,104.82
2337,黄浦,85553,南塘公寓,中区/7层,440,1室1厅,1997,打浦桥,/ershoufang/sh4503666.html,51.43
2338,闸北,93220,大宁路660弄,中区/12层,440,1室0厅,1995,大宁,/ershoufang/sh4502445.html,47.2
2339,徐汇,68162,航天新苑,低区/6层,480,2室2厅,1998,漕河泾,/ershoufang/sh4500182.html,70.42
2340,嘉定,42880,水岸秀苑,中区/4层,465,3室2厅,2005,江桥,/ershoufang/sh4499595.html,108.44
2341,浦东,58895,安临小区,低区/6层,240,1室1厅,1992,三林,/ershoufang/sh4499236.html,40.75
2342,长宁,70270,延西小区,高区/5层,260,2室0厅,1972,新华路,/ershoufang/sh4499097.html,37.0
2343,普陀,76891,中远两湾城,中区/34层,940,3室2厅,2005,中远两湾城,/ershoufang/sh4498976.html,122.25
2344,徐汇,61439,梅陇三村,高区/6层,210,1室0厅,1992,华东理工,/ershoufang/sh4498503.html,34.18
2345,浦东,50876,浦发绿城,中区/6层,415,2室2厅,2004,三林,/ershoufang/sh4497642.html,81.57
2346,杨浦,59766,翔顺公寓,中区/6层,328,1室1厅,1997,黄兴公园,/ershoufang/sh4496848.html,54.88
2347,浦东,83665,涵乐园,中区/11层,1090,3室2厅,1999,源深,/ershoufang/sh4496468.html,130.28
2348,静安,99489,麦克公寓,中区/8层,838,2室1厅,1995,静安寺,/ershoufang/sh4496452.html,84.23
2349,黄浦,91559,悦来小区,低区/6层,397,2室0厅,1994,黄浦滨江,/ershoufang/sh4495165.html,43.36
2350,长宁,79487,长中小区,中区/6层,310,1室1厅,1988,新华路,/ershoufang/sh4495063.html,39.0
2351,徐汇,77821,宛南一村,中区/6层,280,1室1厅,1979,龙华,/ershoufang/sh4494882.html,35.98
2352,杨浦,76341,珠江香樟南园,中区/17层,1080,3室2厅,2006,周家嘴路,/ershoufang/sh4494311.html,141.47
2353,闵行,55899,大上海国际花园（二区）,高区/7层,560,3室2厅,1994,静安新城,/ershoufang/sh4494092.html,100.18
2354,虹口,53656,沽源小区,中区/6层,430,2室2厅,1996,江湾镇,/ershoufang/sh4493950.html,80.14
2355,徐汇,65446,金牛苑,低区/6层,515,2室1厅,1999,上海南站,/ershoufang/sh4493845.html,78.69
2356,虹口,60193,欧四小区,高区/6层,199,1室1厅,1977,鲁迅公园,/ershoufang/sh4492330.html,33.06
